"plotcode" "Senf.DA" "Senf.DS"
"503335" 0.456231205938089 0.949063128114431
"503379" 0.498288751948777 0.834936018501308
"503404" 0.720539447504876 0.927735655272589
"503446" 0.000160541185197609 0.446229754434571
"503450" 0.0998620553512607 0.691048314220866
"503495" 0.0452388124666271 0.651068031175035
"503501" 0.0826612485479237 0.808797292894669
"503618" 0.245663646395882 0.639143465423991
"503630" 0.0572957795130823 0.49
"503660" 0.0449837284332632 0.517224540792534
"503666" 0.300584605786787 0.870443971626664
"503697" 0.00903713321420083 0.690904414448704
"503703" 0.0189387874706938 0.893006402207037
"503729" 0.0135030254174298 0.287534388348683
"503747" 0.031311158312291 0.437064448002551
"503750" 0.10512901561704 0.832977268093512
"503755" 0.0904502037781294 0.692886385925866
"503765" 0.0620097140764374 0.461194580559707
"503774" 0.962305995474035 0.945738006157696
"503842" 0.103260126289654 0.857800462342079
"503846" 0.117859848566719 0.726082438486429
"503862" 0.0436227349741072 0.910774719542423
"503907" 0.190439669961333 0.628313402442067
"503929" 0.0415116493198773 0.656388603840196
"503945" 0.050133807073947 0.614285714285714
"504009" 0.04746816060518 0.899727186921764
"504023" 0.115798068594858 0.759861769923297
"504040" 0.457682725597465 0.872502421533132
"504071" 0.902159978020723 0.938361057557525
"504074" 0.0214859173174059 0.936666666666667
"504088" 0.0015854407990597 0.907293417633279
"504091" 0.0366580648621645 0.998359288266524
"504138" 0.00134847592354257 0.92
"504152" 0.105964993232089 0.717745142590055
"504157" 0.39661875875708 0.870956553886705
"504177" 0.00672919217661198 0.207256031358633
"504242" 0.387945618023116 0.917105165016751
"504250" 0.721085227019005 0.702808365640352
"504265" 0.0756710030194175 0.740347692572018
"504269" 0.174089616617077 0.737738320959921
"504285" 0.182434854323058 0.789582330566177
"504319" 0.147242696226526 0.809155568514883
"504353" 0.00254478563107346 0.969530330052646
"504366" 0.00891651359090765 0.611456157671699
"504372" 0.00530149464312447 0.557210969271217
"504402" 0.0572957795130823 0.79125
"504407" 0.293362004212988 0.676228015240751
"504462" 0.628346627967704 0.892880578940727
"504501" 0.452732232711596 0.784985792772081
"504518" 0.0378691921381614 0.675166246930525
"504523" 0.0214859173174059 0.71
"504542" 0.00902989380064999 0.979899283662604
"504545" 0.178431316316053 0.522312826916324
"504592" 0.31765403975404 0.764269381340557
"504602" 0.123489398856536 0.669015737446532
"504622" 0.126254558840303 0.61913840555452
"504649" 0.327623007835996 0.586956957606377
"504651" 0.11741885945068 0.698311838161506
"504668" 0.137058356848749 0.824511838134134
"504680" 0.0991972341238569 0.564194922772302
"504687" 0.114974679277749 0.425455803248954
"504704" 0.0358098621956765 0.924
"504718" 0.175092666443875 0.835114903427158
"504741" 0.111748626453083 0.564206865273211
"504788" 0.10439307331943 0.69839652860043
"504819" 0.0669724758480182 0.866499248772268
"504930" 0.0879728465466072 0.833304611335509
"504945" 0.0286478897565412 0.705
"504988" 0.457612824539367 0.97480626806891
"505003" 0.0832340090018139 0.718511434412655
"505028" 0.0214859173174059 0.57
"505034" 0.0492871707085738 0.676530697523406
"505036" 0.181275205035577 0.804655102963407
"505038" 0.00250892675106471 0.720776519449252
"505053" 0.0510337817906063 0.792699127064703
"505099" 0.00709339227350551 0.398239650081547
"505106" 0.0320630433586508 0.276475511961684
"505125" 0.0358098621956765 0.506
"505184" 0.0572957795130823 0.765
"505196" 0.325759677068217 0.754310672425979
"505223" 0.0237965267178044 0.686427049136129
"505287" 0.737103519688291 0.69473942480238
"505288" 0.0140359522464337 1
"505310" 0.0580287356506529 0.731808169551517
"505321" 0.0891418668819771 0.769242832468868
"505326" 0.128915503904435 0.655
"505363" 0.000631868110554726 0.71
"505383" 0.107705853958516 0.840666579216269
"505400" 0.134416059294948 0.841192147366744
"505402" 0.0807598960651242 0.259849688245431
"505413" 0.0429718346348117 0.938333333333333
"505428" 0.0382186715736498 0.595580149423484
"505458" 0.0749408877302786 0.846978227683584
"505470" 0.0285121786701943 0.902173942411298
"505476" 0.0120649340018847 0.660010262478169
"505497" 0.564198781106994 0.938812264676859
"505529" 0.216412952371087 0.929528600035149
"505543" 0.0644577519522176 0.712222222222222
"505638" 0.0214859173174059 0.753333333333333
"505653" 0.060847516301303 0.54310181260106
"505658" 0.595992571614121 0.898159419400627
"505668" 0.0239679060358378 0.939648275439401
"505676" 0.330228447350876 0.773175277601746
"505745" 0.454632469185508 0.861764716153249
"505780" 0.0339389529611558 0.863267882736168
"505823" 0.0487539757625452 0.650665845019612
"505849" 0.0649518923651574 0.994389385905969
"505883" 0.172045437773818 0.960934039910282
"505890" 0.0258047774107465 0.849394082485337
"505905" 0.0214859173174059 0.53
"505907" 0.0936023644263759 0.985848674088029
"505908" 0.298511703431328 0.97828717382001
"505912" 0.2510480426068 0.658131633071719
"505927" 0.449110195487641 0.881105039536135
"505937" 0.386190427806604 0.770404296038363
"505945" 0.330373207677768 0.794354300920828
"505986" 0.206912477503071 0.721762194728603
"505993" 0.101557917350276 0.401366596818701
"506011" 0.0134201924433453 0.597067821868297
"506014" 0.477192341203003 0.93720904129916
"506099" 0.0528956273620139 0.482568271907258
"506102" 0.00528207364721988 0.770068227799053
"506142" 0.350422300454655 0.607503574107062
"506172" 2.39416856733259e-05 0.22
"506184" 0.0290916335232241 0.926221262041391
"506202" 0.957693947277806 0.97589491554372
"506208" 0.735008930496709 0.844454726459675
"506210" 0.22719142682286 0.724044699958266
"506213" 0.74073787588879 0.863267519055897
"506473" 0.0511275651537534 0.76340492502829
"506475" 0.148292962208904 0.602429424546201
"506502" 0.408592822124653 0.951370226631269
"506514" 0.0194692786452349 0.25988285811849
"506551" 0.0143104423896917 0.955842693080931
"506566" 0.983436899132176 0.989778173397677
"506570" 0.132599313926202 0.826442991666022
"506611" 0.0931056417087588 0.476923076923077
"506632" 0.228712934746766 0.796658540770774
"506660" 0.0131901079428804 0.671310978669983
"506685" 0.0968086688146013 0.624466539686136
"506741" 0.00150467877468362 0.196721128106969
"506798" 0.0134735268826139 0.263015659722629
"506845" 0.709962595372392 0.796029499145308
"506858" 0.262938045912448 0.809986191325423
"506872" 0.068369690529052 0.642971065410589
"506900" 0.0214859173174059 0.96
"506913" 0.0931056417087588 0.538461538461538
"506933" 0.136528034467925 0.660597459988399
"506944" 0.00157557821934161 0.14
"506948" 0.00637827535982926 0.56727856741682
"506953" 0.089003130730631 0.897946248195153
"506982" 0.0610262681015142 0.704648369122368
"507000" 0.0550299282889541 0.321992522559055
"507028" 0.243727190375957 0.960778734569307
"507079" 0.0644577519522176 0.794444444444444
"507108" 0.00338710586989776 0.189997697228349
"507110" 0.0747964007026482 0.76383237846236
"507114" 0.122045355959993 0.800867619469253
"507116" 0.103452129443927 0.655851634308957
"507129" 0.209957066662281 0.925572945504374
"507154" 0.0053438951301407 0.23050035947887
"507166" 0.251879923749194 0.599705927369398
"507217" 0.00260303984092693 0.46958565634669
"507272" 0.178829483901266 0.713483508077666
"507286" 0.240624562600164 0.690178810159158
"507288" 0.220874043735067 0.736146330878896
"507390" 0.328474283343893 0.704185634188951
"507394" 0.00127701058703966 0.5
"507402" 0.00137526328513712 0.6
"507411" 0.339190413136263 0.740750523140992
"507422" 0.0811538059478646 0.814066595887083
"507479" 0.475929213201401 0.830480720479197
"507497" 0.166214709686046 0.949697559892958
"507503" 0.23377781557876 0.878669939762769
"507512" 0.230176528837193 0.884687870017221
"507536" 0.0782218574403212 0.748229502386328
"507582" 0.013673939147014 0.601969433281416
"507619" 0.0313834723998498 0.835814318364628
"507635" 0.154993902454439 0.632707363112503
"507668" 0.0214859173174059 0.773333333333333
"507685" 0.195716802617024 0.514697086929905
"507699" 0.141463115468824 0.924756795466068
"507748" 0.935804081837493 0.985667166899594
"507757" 0.100947544058482 0.917914458698861
"507763" 0.138105498886695 0.487663745059022
"507783" 0.0429718346348117 0.433333333333333
"507786" 0.254791656580996 0.637470221332517
"507823" 0.636168467809012 0.795837204647824
"507847" 0.28266524762771 0.914982647808171
"507849" 0.0214859173174059 0.813333333333333
"507854" 0.050133807073947 0.92
"507901" 0.0843567101408556 0.862764727142168
"507904" 0.0286478897565412 0.52
"507908" 0.163959606351546 0.687233588737579
"507931" 0.159807361553477 0.836989014900712
"507942" 0.234844107953709 0.897551244185557
"507956" 0.0358098621956765 0.522
"507960" 0.050133807073947 0.288571428571429
"507988" 0.590618981927472 0.904843532769286
"508013" 0.209863285443294 0.928306243231567
"508020" 0.293031771936927 0.828810706251416
"508022" 0.029955740995561 0.61218242466986
"508023" 0.0214859173174059 0.42
"508074" 0.0847355163275668 0.673585268971862
"508108" 0.0374822333736238 0.558225664941817
"508111" 0.0134099137023355 0.932614370094555
"508143" 0.0219193162990185 0.32304997070612
"508165" 0.0644577519522176 0.688888888888889
"508173" 0.0170229015192792 0.514664888903765
"508211" 0.275829627420366 0.754612416058534
"508265" 0.203375479245888 0.710742683230651
"508277" 0.0167163595077192 0.705715590804428
"508289" 0.811371564329503 0.832792445176027
"508329" 0.965203044608078 0.998592868976316
"508343" 0.0153386946640368 0.416099755743044
"508344" 0.0121273107911912 0.269793547940165
"508363" 0.254526573841043 0.712418272420592
"508366" 0.755720655133137 0.977935237918586
"508391" 0.267721003656157 0.784674645785588
"508408" 0.050133807073947 0.82
"508418" 0.0393350252791576 0.723574573775459
"508457" 0.186085137414025 0.612497588547555
"508461" 0.0459484589294685 0.856619077145879
"508474" 0.0214859173174059 0.48
"508482" 0.0145441467620172 0.860433699383721
"508483" 0.0214859173174059 0.543333333333333
"508508" 0.0148742012195474 0.413355246778113
"508513" 0.110722195439676 0.662441918983296
"508527" 0.00662909292620024 0.418603825490482
"508529" 0.0454036948873776 0.624104359260752
"508608" 0.0429718346348117 0.91
"508610" 0.140366376452447 0.653279587086475
"508644" 0.256537828728273 0.934657925438911
"508714" 0.0554481890528795 0.907807335701426
"508733" 0.0024984308463914 0.755443609003186
"508773" 0.207760978089602 0.474017446446067
"508799" 0.00335568605317285 0.684325610638802
"508842" 0.0451328757523525 0.659549429757918
"508861" 0.0352909461107052 0.755113563364319
"508883" 0.16381516723393 0.698755780815357
"508932" 0.865026948470135 0.928381236671284
"508935" 0.312357545126218 0.445288508334883
"508939" 0.00520328293283214 1
"508948" 0.0358098621956765 0.504
"508949" 0.163497696866337 0.884084894311886
"509007" 0.0791444611973557 0.833662759319903
"509018" 0.0408328159147849 0.948544786370327
"509039" 0.0310325362530982 0.548515449800673
"509101" 0.00257861535125923 0.52
"509111" 0.0286478897565412 0.9975
"509133" 0.108262655582029 0.825333031690737
"509138" 0.050133807073947 0.352857142857143
"509146" 0.0358098621956765 0.524
"509156" 0.270934736750556 0.561606219344922
"509171" 0.217972716041127 0.81854108444427
"509194" 0.316084569127874 0.508992085965675
"509247" 0.088070746311021 0.809355100302037
"509258" 0.0214859173174059 0.68
"509273" 0.0699776194491445 0.735903634555215
"509306" 0.126988423726538 0.626800191122929
"509322" 0.187640117467136 0.527936577961138
"509330" 0.0492325325369371 0.953737326658308
"509332" 0.186821939945383 0.950749065254438
"509364" 0.0333571498491521 0.739890612574618
"509394" 0.190808969420599 0.634060387943426
"509397" 0.0286478897565412 0.385
"509405" 0.0595574654957556 0.784541207650101
"509419" 0.00582305766819047 0.210452910868054
"509432" 0.0402199597491768 0.636531553895547
"509443" 0.0214859173174059 0.776666666666667
"509468" 0.279975305263303 0.844678562540658
"509475" 0.351294065306984 0.862028634286603
"509491" 0.412994899944255 0.795390536376651
"509505" 0.419194097031336 0.439497377754082
"509575" 0.256352825792577 0.835911623896171
"509586" 0.0471701363397729 0.674545550334938
"509623" 0.0486882626505283 0.476537938108763
"509627" 0.0318567256486613 0.796510906642216
"509636" 0.10427881766153 0.79610602995143
"509646" 0.153290452502539 0.69596989013964
"509647" 0.565026501197072 0.567046405010954
"509652" 0.0767016884369302 0.847890609381467
"509666" 0.646591788945798 0.711674396540183
"509700" 0.160652077014024 0.524976539758836
"509708" 0.0766830900452637 0.536463474760023
"509737" 0.348683909001695 0.810386166609788
"509739" 0.000103049345184444 0.94
"509782" 0.172133772191388 0.454316514118049
"509791" 0.00931822780187317 0.883275903260659
"509809" 0.00807253491950859 0.501562352313241
"509815" 0.122948712223936 0.855867506748921
"509840" 0.76604561013275 0.653404675956186
"509899" 0.100267614147894 0.792142857142857
"509912" 0.146547193591352 0.638347762203498
"509992" 0.162696120819724 0.888117072020815
"509993" 0.209391306574492 0.733789931317205
"510020" 0.375239210723885 0.654151515972284
"510034" 0.463860293055426 0.783720207152653
"510040" 0.150401421221841 0.944761904761905
"510074" 0.315149952583871 0.709307206107214
"510085" 0.186119431832305 0.645637393285101
"510145" 0.0742149525235817 0.48603543387803
"510163" 0.0268489564539339 0.364097880025465
"510171" 0.050133807073947 0.598571428571429
"510181" 0.104317157094156 0.762167767129229
"510215" 0.159655981502077 0.670249849004053
"510232" 0.487081245323091 0.537298384860563
"510250" 0.0964499786822541 0.590458272621795
"510261" 0.333795843439452 0.762330633177594
"510278" 0.182138542467451 0.679259466928993
"510302" 0.110945096792274 0.732081918081298
"510317" 0.00955137068629168 0.342573288854087
"510350" 0.00105740282302912 0.71
"510380" 0.0872923991908258 0.864818718355955
"510398" 0.254539595429943 0.841449018101328
"510425" 0.0237910077648724 0.947679860645927
"510426" 0.0859436692696235 0.756666666666667
"510472" 0.329496485936596 0.783622181736425
"510489" 0.0286478897565412 0.2775
"510543" 0.230401324240769 0.684915497242115
"510603" 0.293512381499737 0.578924845411099
"510610" 0.378956440510898 0.529503748370988
"510642" 0.0742918274316058 0.919633791784182
"510675" 0.0274264863008555 0.668582784535273
"510684" 0.0358098621956765 0.354
"510708" 0.190430261545839 0.499452727893408
"510746" 0.362447898680073 0.708600418201729
"510749" 0.145949205313494 0.537969860366286
"510750" 0.0744485831434963 0.684004167817276
"510913" 0.0429718346348117 0.525
"511006" 0.248782416191945 0.819790873929136
"511013" 0.0214859173174059 0.803333333333333
"511026" 0.098888959673834 0.401785215270964
"511028" 0.211845426671196 0.73863915849768
"511030" 0.179637535023909 0.649422896759945
"511039" 0.1217535314653 0.71764705882353
"511068" 0.270555925745527 0.864745704154312
"511090" 0.00777348175180361 0.675111405823039
"511097" 0.119555271099507 0.610075488258697
"511098" 0.738835187686293 0.505728724872049
"511150" 0.277977972727593 0.772428657110679
"511167" 0.30376912286353 0.875461790914158
"511221" 0.0904483628553851 0.596407603296117
"511231" 0.33512769211373 0.871354516936171
"511236" 0.0200448596737677 0.546275761958915
"511243" 0.694087701856886 0.960326454673159
"511285" 0.379207889778053 0.747559330548086
"511293" 0.0214859173174059 0.73
"511311" 0.0863820884394423 0.710121362400292
"511327" 0.148462010781579 0.738262917105611
"511329" 0.837758550656954 0.867818071060148
"511401" 0.0214859173174059 0.79
"511419" 2.99175188134035e-06 0.8
"511420" 0.0012039436778981 0.81
"511437" 0.710056413642292 0.963449965433929
"511500" 0.0041673737546257 0.214596295729107
"511528" 0.209129610172093 0.781081532545319
"511580" 0.0326089474020029 0.335091968541314
"511617" 0.0214859173174059 0.473333333333333
"511622" 0.137107674563156 0.459121892281197
"511631" 0.160320824592006 0.531596681721839
"511641" 0.119996350226134 0.850489902192751
"511642" 0.120649196511503 0.91271461335186
"511689" 0.012936254624322 0.554054405919458
"511721" 0.0720287095554684 0.93559166886577
"511734" 0.568415624906358 0.840931069826447
"511744" 0.796719401449039 0.980513593841355
"511751" 0.0979896657332684 0.663860037871979
"511774" 0.758265769728866 0.957092076636635
"511809" 0.0825272524293629 0.275297690865602
"511844" 0.0421979794312129 0.637957324766714
"511847" 0.0344652345501227 0.892010741911709
"511855" 0.18350974232364 0.786462293520266
"511874" 0.260647652833957 0.835866193008858
"511880" 0.188302735824713 0.818526171143428
"511897" 0.0501429933723896 0.880016488183178
"511903" 0.0221022113693534 0.647614938750115
"511910" 0.141564081523769 0.83955727523249
"511923" 0.55929937636515 0.57492786927314
"511952" 0.0214859173174059 0.85
"511979" 0.0859436692696235 0.735
"511986" 0.0205240738567854 0.845104528033222
"511991" 0.0168334735681038 0.994304712132843
"512017" 0.0429718346348117 0.731666666666667
"512040" 0.117077366460673 0.489665958086541
"512051" 0.10859879950005 0.680439270905489
"512079" 0.0716197243913529 0.539
"512093" 0.0214859173174059 0.626666666666667
"512129" 0.0203078917994995 0.777931780970078
"512142" 0.118971828763363 0.754105760595688
"512167" 0.00402763328689039 0.93534420867265
"512221" 0.0289556450604938 0.501184646389938
"512239" 0.542804561272722 0.799773792902943
"512262" 0.050133807073947 0.641428571428571
"512283" 0.0214859173174059 0.516666666666667
"512310" 0.352545126081822 0.759734995561667
"512324" 0.65341135563586 0.943827308724698
"512339" 0.307176815251242 0.83032240164365
"512344" 0.395354549785494 0.703699343430904
"512350" 0.163837439280194 0.68252693215191
"512393" 0.0358098621956765 0.838
"512411" 0.404581877627463 0.797565278329209
"512429" 0.560093925350646 0.739238754101866
"512444" 0.0171738455157944 0.542016943236981
"512503" 0.00998241568055941 0.386520192993068
"512506" 0.28914856099093 0.54315685428961
"512511" 0.292590823562058 0.968997780910584
"512529" 0.0592415975278946 0.866925204304405
"512565" 0.390122165864538 0.811571210946127
"512573" 0.314292480315145 0.802299407444031
"512588" 0.125392911511725 0.609648489379573
"512595" 0.110512809190495 0.786157344035181
"512609" 0.0480635515501936 0.539697580406465
"512613" 0.425529848254572 0.753537226382046
"512640" 0.596091769064556 0.879221397520326
"512662" 0.548626390829628 0.661162331393729
"512694" 0.369176910620399 0.626479534784553
"512709" 0.163958310386309 0.775170939723166
"512715" 0.0356326286051116 0.792188294285016
"512764" 0.0214859173174059 0.386666666666667
"512824" 0.0479556492622224 0.553219929201004
"512855" 0.000244563861175166 0.32
"512872" 0.121227853739844 0.576087788997881
"512875" 0.0777046144248614 0.745090843631918
"512904" 0.199204249769434 0.674011172078255
"512916" 0.0904391789723549 0.630826014054569
"512946" 0.153730410813632 0.680252180641154
"512972" 0.0644577519522176 0.715555555555556
"513018" 0.018279075066791 0.733112920636692
"513141" 0.616436913198016 0.911201486772486
"513158" 0.0214859173174059 0.766666666666667
"513177" 0.144730660711359 0.760978391370252
"513237" 0.0572957795130823 0.6425
"513283" 0.132569743262521 0.43000051333103
"513338" 0.139161525906854 0.784771663394371
"513354" 0.436564922380088 0.995077171060891
"513355" 0.831036538083047 0.959036315007452
"513362" 0.00217766698525955 0.78883342529462
"513394" 0.00660910487118209 0.151676458219054
"513398" 0.216015195938488 0.909328172469049
"513406" 0.0173725447459056 0.641838716295348
"513421" 0.0155968956649006 0.823685201103747
"513450" 0.0478780855668898 0.546461182153928
"513461" 0.00157093363234257 0.945093421767087
"513561" 0.0969244210710021 0.557491505135459
"513576" 0.705833707309156 0.930549814447816
"513609" 0.315126787321953 0.782727272727273
"513617" 0.0706373982406183 0.876584758321563
"513650" 0.000231100491104013 0.29
"513668" 0.00637986179132591 1
"513702" 0.0972830822017257 0.864622680288446
"513751" 0.467249695517431 0.872100314231036
"513753" 0.0931056417087588 0.514615384615385
"513767" 0.269313053306904 0.644554668257329
"513771" 0.114567358101795 0.803935724137761
"513796" 0.20051912285678 0.903598313554974
"513806" 0.555757704603972 0.793880834566936
"513830" 0.13101278748725 0.7170995468795
"513831" 0.0680293672856461 0.566748969249122
"513859" 0.476441564547435 0.927916370021985
"513908" 0.256267955901335 0.833502014594193
"513952" 0.175951754626177 0.759287923818698
"514009" 0.0510294982314652 0.279162854954958
"514087" 0.0851288464363029 0.599055047245682
"514088" 0.0962441706161817 0.793003659890203
"514132" 0.128402525428307 0.965712888639697
"514138" 0.00743978312654957 0.513429829207587
"514156" 0.122900913706351 0.659150315014821
"514225" 0.720138445283601 0.906891499403545
"514245" 0.0107833686191537 0.998136131070479
"514270" 0.114589598334986 0.736258662216498
"514314" 0.0810783792083648 0.657510926613188
"514364" 0.00933590617906469 0.958514489571907
"514375" 0.0571327757678795 0.52853092203186
"514390" 0.440062744592531 0.800252946566952
"514405" 0.505069077895341 0.507447885727965
"514419" 0.0716197243913529 0.766
"514424" 0.00253288387303226 0.68
"514446" 0.000220737733431354 0.41
"514455" 0.060022247915944 0.391711840028071
"514457" 0.0306442799760669 0.911823999453391
"514467" 0.148583787005319 0.584248308731842
"514479" 0.26113390330702 0.665310725448232
"514496" 0.0527288070351689 0.481023307863773
"514554" 0.126457249359657 0.791785425962499
"514565" 0.0214859173174059 0.19
"514567" 0.0459044995118052 0.596986138962527
"514583" 0.123487158586171 0.810440616758316
"514584" 0.146273188399863 0.487850277490925
"514610" 0.346604214046517 0.516680155126236
"514619" 0.114140030161174 0.372844237914488
"514654" 0.171792776351107 0.6354078919714
"514656" 0.109436559554349 0.846772200159403
"514658" 0.0541185763614427 0.93905895459348
"514701" 0.0312437661430914 0.771353525507992
"514717" 0.20703649350463 0.618750685512415
"514734" 0.199804861013356 0.541089730575537
"514754" 0.211714132169261 0.806471253518495
"514802" 0.00892570127256355 0.354871402456034
"514824" 0.0138846498353458 0.724249775652491
"514830" 0.00362918857208772 0.851363021500616
"514881" 0.170508669417633 0.716656832737511
"514895" 0.436887747845275 0.929360478551673
"514919" 0.0115211718298172 0.878733069377204
"514921" 0.105399747543756 0.998359817129058
"514991" 0.176288785371349 0.712548701847692
"515000" 0.075912715428776 0.689063808514156
"515017" 0.133966106232639 0.850867734696796
"515037" 0.307576467935692 0.82089210345057
"515061" 0.132292041431247 0.776300210071446
